Time,Time Code,Country Name,Country Code,Current health expenditure (% of GDP) [SH.XPD.CHEX.GD.ZS],Current health expenditure per capita (current US$) [SH.XPD.CHEX.PC.CD],GDP per capita (current US$) [NY.GDP.PCAP.CD],"Government expenditure on education, total (% of GDP) [SE.XPD.TOTL.GD.ZS]","Life expectancy at birth, total (years) [SP.DYN.LE00.IN]",Proportion of people living below 50 percent of median income (%) [SI.DST.50MD],GDP growth (annual %) [NY.GDP.MKTP.KD.ZG],Human capital index (HCI) (scale 0-1) [HD.HCI.OVRL],People with basic handwashing facilities including soap and water (% of population) [SH.STA.HYGN.ZS],"Population, total [SP.POP.TOTL]",GDP (current US$) [NY.GDP.MKTP.CD]
2018,YR2018,Georgia,GEO,7.11,332,4804.0546040444,3.46094989776611,73.341,14.6,6.062036412677,0.609057724475861,91.6382244770077,3726549,17902544880.6471
2018,YR2018,Germany,DEU,11.48051548,5511.21435547,48874.8595028454,4.97933006286621,80.8926829268293,10.7,1.11644310926225,0.763772785663605,..,82905782,4052008447223.53
2018,YR2018,Ghana,GHA,3.80673027,82.98774719,2196.61290615342,3.01595592498779,64.122,..,6.20007768127284,0.443490087985992,41.3923816587303,30637585,67298914624.3723
2018,YR2018,Gibraltar,GIB,..,..,..,..,82.154,..,..,..,..,34854,..
2018,YR2018,Greece,GRC,8.12024307,1603.07788086,19873.4015238771,3.59734010696411,81.7878048780488,13.8,2.06467253338354,0.694805860519409,..,10732882,213298873494.394
2018,YR2018,Greenland,GRL,..,..,54545.135857765,..,71.9675609756098,..,0.62306542854094,..,..,56023,3055782146.15957
2018,YR2018,Grenada,GRD,4.58373737,438.918396,10083.021279225,3.55919337272644,74.808,14.4,4.36144039364797,0.541194915771484,..,115691,1166514814.81481
2018,YR2018,Guam,GUM,..,..,37195.9503070464,..,77.439,..,-0.828231904933389,..,..,162679,6051000000
2018,YR2018,Guatemala,GTM,6.10662699,265.74734497,4352.94651790253,3.13193988800049,72.726,..,3.40687339997949,0.456771224737167,76.7152333044438,16845685,73328365862.4329
2018,YR2018,Guinea,GIN,3.73843002,35.30637741,933.273615633705,2.38432002067566,59.349,9.7,6.35849192736715,0.369082599878311,20.3294617247301,12704774,11857030366.7891
2018,YR2018,Guinea-Bissau,GNB,7.28130722,58.78644943,808.531613218504,..,60.502,9,3.76145359637003,..,15.053018015536,1922168,1554133593.91699
2018,YR2018,Guyana,GUY,4.90492535,298.95074463,6048.38697180418,4.45058012008667,68.896,..,4.44091288475967,0.494343042373657,80.4598440750537,791556,4787636997.85343
2018,YR2018,Haiti,HTI,4.31650305,62.01782608,1496.38048970156,1.63715994358063,64.019,..,1.66781095484656,0.444787979125977,22.5672157772654,10962362,16403864617.8458
2018,YR2018,Honduras,HND,7.22820663,177.64666748,2464.64241531918,6.05646991729736,72.814,24.5,3.84499476966735,0.480305939912796,84.7103164250834,9765210,24067750760.499
2018,YR2018,"Hong Kong SAR, China",HKG,..,..,48537.5668888343,3.32624006271362,84.869756097561,..,2.84692770115917,0.821718037128448,..,7452600,361731070995.726
2018,YR2018,Hungary,HUN,6.58,1080,16425.2050299693,4.62343978881836,76.0658536585366,10.9,5.36234836176223,0.705064594745636,..,9775564,160565642983.587
2018,YR2018,Iceland,ISL,8.38,6234,74452.1890731447,7.56349992752075,82.8609756097561,..,4.88917299486545,0.743431091308594,..,352721,26260850582.0687
2018,YR2018,India,IND,2.86,58,1966.25455171679,4.3769326210022,70.71,6.7,6.45385134497769,0.484795808792114,68.0714866477316,1374659064,2702929641648.74
2018,YR2018,Indonesia,IDN,2.86757827,111.91187286,3860.95353077708,0.99443644285202,70.338,10.3,5.17429153955024,0.53795725107193,78.1924812495899,269951846,1042271532953.49
2018,YR2018,"Iran, Islamic Rep.",IRN,7.73915195,478.39190674,4631.78709016514,3.61979007720947,76.195,12.4,-1.83800757093036,0.592209100723267,..,86117998,398880231367.268
2018,YR2018,Iraq,IRQ,4.12989378,231.00331116,5646.68932074742,..,71.514,..,2.63385099105624,0.399482280015945,96.0007859320466,40265624,227367469034.031
2018,YR2018,Ireland,IRL,6.49550152,5187.05761719,81248.3135388,3.37838006019592,82.2048780487805,7.1,7.54434190760031,0.813675343990326,..,4867316,395461216460.418
2018,YR2018,Isle of Man,IMN,..,..,89393.8244248812,..,80.596,..,2.21339675044368,..,..,83805,7491649455.92717
2018,YR2018,Israel,ISR,7.23,3220,42233.2610344935,6.06284999847412,82.8024390243903,20.5,4.07447600571263,0.763064444065094,..,8882800,375149611117.199
2018,YR2018,Italy,ITA,8.68,3003,34746.3441392416,4.25614023208618,83.3463414634146,15.2,0.826646697363699,0.752880394458771,..,60421760,2099435266458.67
2018,YR2018,Jamaica,JAM,5.96798849,333.87869263,5578.10346083169,5.41380977630615,71.793,12,1.88992368121086,0.539271950721741,..,2820097,15730792835.5811
2018,YR2018,Japan,JPN,10.74,4288,39751.1330982711,3.07782006263733,84.2109756097561,..,0.643391023460339,0.840709209442139,..,126811000,5040880939324.86
2018,YR2018,Jordan,JOR,6.98295021,289.53860474,4145.43989673265,2.95461988449097,75.774,..,1.91907091341564,0.546930193901062,..,10462306,43370860704.2254
2018,YR2018,Kazakhstan,KAZ,2.82,273,9472.48527327758,3.15191626548767,73.15,3.8,4.09999999309841,0.777060389518738,..,18932727,179339977690.485
2018,YR2018,Kenya,KEN,4.09903383,75.6592865,1836.45275528993,5.32192516326904,62.676,..,5.64794640709219,0.542186081409454,37.3984897264061,50207107,92202979985.2863
2018,YR2018,Kiribati,KIR,12.97,208,1912.73798131035,15.3769998550415,66.855,..,3.47943880004293,0.470715492963791,55.4622002887726,122084,233514703.710292
2018,YR2018,"Korea, Dem. People's Rep.",PRK,..,..,..,..,73.031,..,..,..,..,25931147,..
2018,YR2018,"Korea, Rep.",KOR,7.49119806,2501.13964844,33447.1562836166,4.45807981491089,82.6268292682927,14.2,2.90740377377135,0.834545075893402,..,51585058,1725373496825.43
2018,YR2018,Kosovo,XKX,..,..,4384.18624084947,..,78.696,..,3.40663227056285,0.569061994552612,..,1797086,7878759714.82322
2018,YR2018,Kuwait,KWT,5.18862629,1660.9864502,32067.9623689512,6.39165258407593,79.722,..,2.74333053861318,0.564260244369507,..,4323515,138646316321.596
2018,YR2018,Kyrgyz Republic,KGZ,5.01,67,1283.52040333083,5.55267000198364,71.4,3.8,3.75791013557165,0.593546211719513,96.6662194346672,6444078.5,8271106235.41552
2018,YR2018,Lao PDR,LAO,2.24630332,57.35622025,2545.1075420815,2.33501219749451,67.634,10.3,6.24796000755872,0.456815421581268,55.2730153263482,7128045,18141641089.7963
2018,YR2018,Latvia,LVA,6.19,1101,17252.1710428626,4.24356985092163,74.7829268292683,11.9,4.30971088766286,0.738353431224823,..,1927174,33247935477.3576
2018,YR2018,Lebanon,LBN,8.07092381,744.6105957,9174.53666204759,2.52722072601318,79.729,..,-1.88470575631651,0.524635970592499,..,5984119,54901519155.5556
2018,YR2018,Lesotho,LSO,11.114995,130.57113647,1170.65569702819,7.40291881561279,53.733,..,-1.48063315848241,0.398492515087128,5.45106353342744,2183603,2556247291.99785
2018,YR2018,Liberia,LBR,10.35222721,69.10813904,692.203127129794,2.41389799118042,60.853,..,1.15757512207355,0.317570239305496,2.39200203612692,4944726,3422754800
2018,YR2018,Libya,LBY,..,..,11196.5854810844,..,72.794,..,7.9413678529104,..,..,6849055,76686029772.1483
2018,YR2018,Liechtenstein,LIE,..,..,174988.775083446,..,83.0414634146342,..,..,..,..,38246,6692620691.84146
2018,YR2018,Lithuania,LTU,6.53,1249,19368.5391045353,3.89289999008179,75.6804878048781,13.2,4.9183697945524,0.726695239543915,..,2801543,54261795148.5372
2018,YR2018,Luxembourg,LUX,5.28,6227,116786.511654677,3.66211009025574,82.2951219512195,14.3,1.21932191856359,0.692368566989899,..,607950,71000359760.4611
2018,YR2018,"Macao SAR, China",MAC,..,..,83761.8171798142,2.7334098815918,84.928,..,6.40536532129433,0.763288140296936,..,658900,55190661339.7796
2018,YR2018,North Macedonia,MKD,6.46,387,6713.98925398989,..,76.6487804878049,17.5,2.88059670964267,0.535392045974731,..,1889051,12683068114.2388
2018,YR2018,Madagascar,MDG,4.22846937,21.67276382,500.45718552916,3.04906916618347,65.27,..,3.19435651744398,0.38549268245697,23.5801084485572,27494926,13760033282.2925
2018,YR2018,Malawi,MWI,6.87366676,36.97562408,533.203173686705,3.32295989990234,63.276,..,4.35356471619211,0.411061704158783,15.2941290346009,18528081,9879231591.52434
2018,YR2018,Malaysia,MYS,3.75944281,416.32000732,10901.8019954421,4.13194847106934,75.644,17,4.84308697634881,0.632578670978546,..,32910967,358788845712.53
2018,YR2018,Maldives,MDV,7.44,805,11423.2838427029,3.85681772232056,80.013,..,8.66800624215867,..,95.8118683078773,473099,5404344162.69888
2018,YR2018,Mali,MLI,3.73249912,31.96352005,835.086710561793,3.55817008018494,59.393,9.2,4.74648432724561,0.321505188941956,16.7461643694391,20442030,17070867589.9055
2018,YR2018,Malta,MLT,8.55,2754,33332.1905601302,4.92361116409302,82.4487804878049,9.7,7.18909653691901,0.708490550518036,..,484630,16153779511.1559
2018,YR2018,Marshall Islands,MHL,15.26284122,736.77416992,4858.12079054875,..,64.5,..,5.48717948717949,0.404367625713348,85.0210566821528,45285,220000000
2018,YR2018,Mauritania,MRT,3.17838526,55.62037659,1722.93528854073,..,65.31,..,4.77217365692621,0.3705914914608,47.3324745903308,4337685,7473550557.07378
2018,YR2018,Mauritius,MUS,5.63982916,641.56152344,11643.4605962124,4.67447996139526,74.4163414634146,..,4.00674057198549,0.62326991558075,..,1265577,14735695930.9727
2018,YR2018,Mexico,MEX,5.38345814,530.64782715,10084.7937562021,4.13945007324219,74.015,16,1.97208210249194,0.611657083034515,92.4799345437201,124573711,1256300182879.73
2018,YR2018,"Micronesia, Fed. Sts.",FSM,11.65710258,422.44638062,3566.58690371125,9.69699954986572,71.318,..,0,0.466416776180267,..,109909,392000000
2018,YR2018,Moldova,MDA,6.71,276,4156.44981956646,5.53887987136841,70.492,3.8,4.07559546585034,0.581760942935944,..,2707203,11252353420.8798
2018,YR2018,Monaco,MCO,4.03953457,7848.35644531,188298.315668437,..,..,..,5.69790121192926,..,..,38154,7184333936.01355
2018,YR2018,Mongolia,MNG,4.53449297,188.86265564,4107.64288528468,3.99742722511292,71.199,9.9,7.74488062024881,0.617309272289276,82.3458084943559,3208189,13178094720.4986
2018,YR2018,Montenegro,MNE,8.34,727,8850.3749248372,..,76.8414634146342,19.9,5.0778888113381,0.622822225093842,..,622227,5506942238.35668
2018,YR2018,Morocco,MAR,4.94516659,175.27603149,3501.69799804688,4.96022701263428,73.986,..,3.06564133025955,0.492540985345841,..,35839760,127341147581.818
2018,YR2018,Mozambique,MOZ,8.0889616,40.8117218,517.507260258101,5.38976001739502,60.526,..,3.48493202422782,0.355467021465302,..,29018644,15017358952.8452
2018,YR2018,Myanmar,MMR,4.9,60,1298.21310320785,1.99249005317688,66.465,..,6.26886221471075,0.471832513809204,74.4382008519547,52272247,67860515989.517
2018,YR2018,Namibia,NAM,8.31648731,472.99014282,5308.60813408705,8.88112258911133,62.586,..,1.05993949860752,0.445078074932098,..,2577327,13682019076.4022
2018,YR2018,Nauru,NRU,11.10239792,1175.68676758,11408.6947593898,..,63.234,..,-1.21912201456978,..,..,11477,130937589.753517
2018,YR2018,Nepal,NPL,4.53,50,1179.19843190389,3.66440558433533,68.979,..,7.62237610397935,0.498192399740219,59.4424060537118,28079689,33111525237.149
2018,YR2018,Netherlands,NLD,10.02,5331,53955.0770024266,5.35764980316162,81.8121951219512,8.1,2.25874039624952,0.803038597106934,..,17231624,929733599796.862
2018,YR2018,New Caledonia,NCL,..,..,34902.8968780031,..,80.0030975609756,..,3.99570728203879,..,..,283541,9896402283.68587
2018,YR2018,New Zealand,NZL,9.0351162,3957.86083984,43228.6976473771,5.19308996200562,81.7073170731707,..,3.49949703045593,0.771214008331299,..,4900600,211846555690.736
2018,YR2018,Nicaragua,NIC,8.4993515,168.44512939,2035.16750115975,3.57310891151428,73.85,..,-3.36368764606334,0.507381021976471,..,6400080,13025234820.8225
2018,YR2018,Niger,NER,5.30310822,30.08619118,578.568035680892,3.44956994056702,62.454,7.9,7.21141802762897,0.318029463291168,21.2791502580851,22188069,12837307496.8821
2018,YR2018,Nigeria,NGA,3.09069347,65.70272064,2057.87944554011,0.419998496770859,52.554,13.2,1.92275734200651,0.354753166437149,30.5923531843541,204938755,421739251509.08
2018,YR2018,Northern Mariana Islands,MNP,..,..,26509.3628379893,..,..,..,-19.4973343488195,..,..,49077,1301000000
2018,YR2018,Norway,NOR,9.96,8272,82792.8427113304,7.59563016891479,82.7585365853659,8,0.828900664137592,0.76853483915329,..,5311916,439788625883.8
2018,YR2018,Oman,OMN,3.21469474,639.32489014,19901.7615642016,4.58565998077393,77.966,..,1.28710391543288,0.611187338829041,97.4,4597877,91505851755.5267
2018,YR2018,Pakistan,PAK,2.82844949,41.40914154,1569.33814626355,2.33216953277588,66.482,3.5,6.15170261099519,0.399303585290909,73.061686790313,226928892,356128166704.921
2018,YR2018,Palau,PLW,12.85856915,2072.97583008,16197.7254546986,..,..,..,0.110000000000014,0.567310631275177,..,17814,288546281.25
2018,YR2018,Panama,PAN,7.87820292,1228.07336426,16151.3273478476,3.4535698890686,77.863,22.3,3.91819807389903,0.513944387435913,..,4167860,67316471200
2018,YR2018,Papua New Guinea,PNG,2.30051899,59.45320129,2566.36833735041,1.8748300075531,65.182,..,-0.279252284959952,0.424772053956985,29.6995585073028,9394513,24109780708.0268
2018,YR2018,Paraguay,PRY,6.74497652,421.08627319,6258.44991640954,3.29619598388672,73.568,18.3,3.20425034076639,0.527505993843079,80.0745943070074,6427382,40225448340.6322
2018,YR2018,Peru,PER,5.15967131,363.42483521,6978.49121548627,3.71392011642456,76.009,19.3,3.969351341365,0.594615280628204,..,31897584,222597009739.235
2018,YR2018,Philippines,PHL,3.95,126,3168.51036606257,3.85502767562866,71.689,12.9,6.34148557098946,0.549015581607819,81.678627497488,109465287,346841896583.515
2018,YR2018,Poland,POL,6.31,979,15658.2120316794,4.60506010055542,77.6024390243903,9.5,6.2458584723942,0.760222196578979,..,37974750,594616687350.017
2018,YR2018,Portugal,PRT,9.41,2216,23541.1401075289,4.67515993118286,81.3243902439024,11.5,2.94628241620853,0.783440172672272,..,10283822,242092894542.888
2018,YR2018,Puerto Rico,PRI,..,..,31615.0667918433,..,79.77,..,-4.36142703162535,..,..,3193354,100958100000
2018,YR2018,Qatar,QAT,2.96176219,1962.58374023,71039.8490579352,..,80.898,..,1.23487220191065,0.634825527667999,..,2580734,183334953818.681
2018,YR2018,Romania,ROU,5.52,687,12502.2624061935,3.31918001174927,75.3585365853659,18.1,6.120930007146,0.594410121440887,..,19473970,243468683030.34
2018,YR2018,Russian Federation,RUS,5.36,609,11211.8876953125,4.67819976806641,72.6621951219512,14.4,2.80724541059601,0.728950440883636,..,145398106,1657328773461.31
2018,YR2018,Rwanda,RWA,6.69894743,51.54394531,771.773521962568,3.07375001907349,66.251,..,8.51646722592409,0.376912027597427,15.3835909488765,12487996,9637904655.17446
