Time,Time Code,Country Name,Country Code,Current health expenditure (% of GDP) [SH.XPD.CHEX.GD.ZS],Current health expenditure per capita (current US$) [SH.XPD.CHEX.PC.CD],GDP per capita (current US$) [NY.GDP.PCAP.CD],"Government expenditure on education, total (% of GDP) [SE.XPD.TOTL.GD.ZS]","Life expectancy at birth, total (years) [SP.DYN.LE00.IN]",Proportion of people living below 50 percent of median income (%) [SI.DST.50MD],GDP growth (annual %) [NY.GDP.MKTP.KD.ZG],Human capital index (HCI) (scale 0-1) [HD.HCI.OVRL],People with basic handwashing facilities including soap and water (% of population) [SH.STA.HYGN.ZS],"Population, total [SP.POP.TOTL]",GDP (current US$) [NY.GDP.MKTP.CD]
2018,YR2018,Samoa,WSM,4.77439356,198.34815979,4231.81409469194,4.26097393035889,72.636,..,-0.609647103380141,0.522394239902496,72.0542003001333,207582,878448433.404342
2018,YR2018,San Marino,SMR,8.2778492,4012.65405273,47950.6880557136,3.55516004562378,..,..,1.49390531817373,..,..,34522,1655353653.05934
2018,YR2018,Sao Tome and Principe,STP,5.50957823,108.28024292,1825.59971753966,5.62454986572266,68.355,..,4.37812808264972,..,50.6388701682328,210187,383717327.830508
2018,YR2018,Saudi Arabia,SAU,5.34063101,1291.12866211,28036.0264674095,..,77.212,..,3.19922678028009,0.580753028392792,..,30196281,846583733333.333
2018,YR2018,Senegal,SEN,4.43182087,65.77828217,1452.55612562445,5.11019992828369,68.097,10.4,6.20924103389086,0.421063333749771,21.7851127371002,15914498,23116701556.1381
2018,YR2018,Serbia,SRB,8.53168106,617.08679199,7559.86165747394,3.58231997489929,75.890243902439,17,4.64935035491007,0.759485483169556,..,6982604,52787520248.9242
2018,YR2018,Seychelles,SYC,4.94443846,784.73242188,18440.2340460932,4.35177803039551,72.8414634146341,14.3,4.93947272254312,0.630557179450989,..,96762,1784313926.76807
2018,YR2018,Sierra Leone,SLE,8.28987598,43.07834244,845.914540460932,6.98962783813477,59.796,7.5,3.47290262012454,0.35328620672226,15.9647322529921,7554563,6390514688.52816
2018,YR2018,Singapore,SGP,4.07545424,2641.50634766,66840.6373389791,2.85660004615784,83.2975609756098,..,3.51711418509255,0.887083649635315,..,5638676,376892697588.005
2018,YR2018,Sint Maarten (Dutch part),SXM,..,..,31708.3110124742,..,75.131,..,-6.85698299227944,..,..,39712,1259200446.92737
2018,YR2018,Slovak Republic,SVK,6.67,1300,19573.3717031314,3.95290994644165,77.2658536585366,9.3,4.06212036983018,0.680050134658813,..,5446771,106611673364.837
2018,YR2018,Slovenia,SVN,8.28,2170,25888.0481065655,4.93455982208252,81.3780487804878,5.3,4.37908171612922,0.7886883020401,..,2073894,53689067639.9176
2018,YR2018,Solomon Islands,SLB,3.77378345,92.47520447,2278.20633913383,..,70.173,..,2.74599542334096,0.430859714746475,38.4415500428421,709101,1615478393.28614
2018,YR2018,Somalia,SOM,..,..,509.525802439801,..,56.375,..,2.05431485565899,..,24.7949418892715,15452487,7873440838.36559
2018,YR2018,South Africa,ZAF,8.08820343,570.09777832,6914.1780318076,5.64401006698608,65.674,..,1.55678384721676,0.422549337148666,44.1192001173137,58613001,405260723892.517
2018,YR2018,South Sudan,SSD,10.05615997,30.23945427,..,..,55.95,..,..,0.305912971496582,5.6,10122977,..
2018,YR2018,Spain,ESP,8.99686718,2741.38256836,30592.1264795541,4.1794900894165,83.4317073170732,15.7,2.39541120364247,0.736156404018402,..,46797754,1431642809327.06
2018,YR2018,Sri Lanka,LKA,3.64,159,4360.58473469252,1.98781001567841,75.748,..,2.31008425192161,0.59337055683136,85.2914801829691,21670000,94493871200.7869
2018,YR2018,St. Kitts and Nevis,KNA,4.89200258,1103.17370605,22901.3816403197,3.03419542312622,71.467,..,2.00352549800972,0.572474420070648,..,47008,1076548148.14815
2018,YR2018,St. Lucia,LCA,4.18686533,484.15499878,11642.7403185172,3.33277988433838,73.357,..,2.88619765184433,0.588586747646332,..,177017,2060962962.96296
2018,YR2018,St. Martin (French part),MAF,..,..,..,..,80.614,..,-7.99999506898229,..,..,36012,..
2018,YR2018,St. Vincent and the Grenadines,VCT,4.25346231,357.32647705,8428.12677153069,6.16111660003662,74.128,..,3.1756114423991,0.535864591598511,..,104926,884329629.62963
2018,YR2018,Sudan,SDN,4.46358299,35.53091431,731.027465820313,..,65.681,..,-2.6809305497999,0.376040458679199,16.0087090118172,44230596,32333780383.2924
2018,YR2018,Suriname,SUR,6.68795872,450.16079712,6665.74180472239,4.92259359359741,72.553,..,4.94827108468886,..,72.0965705662444,599513,3996198866.57453
2018,YR2018,Eswatini,SWZ,6.62469387,266.45422363,3986.10557163026,5.73687362670898,59.411,..,0.769171433736886,0.369540899991989,24.1953018535792,1168929,4659474399.74018
2018,YR2018,Sweden,SWE,10.94,6005,54181.9069780904,7.64084005355835,82.5585365853659,10.8,1.90296458840773,0.802509963512421,..,10175214,551312498430.164
2018,YR2018,Switzerland,CHE,10.77226162,9212.43261719,85217.3691512274,4.93008995056152,83.7536585365854,11.2,2.86044579461633,0.766107618808746,..,8514329,725568717468.001
2018,YR2018,Syrian Arab Republic,SYR,..,..,1098.0668642357,..,70.145,..,1.39317607830837,..,84.2406240819077,19577845,21497782867.6426
2018,YR2018,Tajikistan,TJK,7.01,60,834.288404578801,5.38508749008179,70.353,..,7.5999988895536,0.542126297950745,72.7637293880581,9307333,7764999999.45362
2018,YR2018,Tanzania,TZA,4.16191673,40.83135605,1023.10626220703,3.96343588829041,66.535,..,5.46808181528009,0.386261075735092,28.3912768720566,57437145,57003712892.0858
2018,YR2018,Thailand,THA,3.87040329,275.67111206,7099.77650081458,3.19769406318665,78.662,11.3,4.22287028746071,0.616861402988434,84.9155949632942,71376079,506754208404.485
2018,YR2018,Timor-Leste,TLS,6.36952639,78.94738007,1219.46598597604,4.87440967559814,68.017,..,-0.466502170658785,0.453051894903183,28.2539728321086,1275959,1555988600
2018,YR2018,Togo,TGO,6.08894634,53.81824493,851.130806891807,4.09162998199463,60.244,15.8,4.7950602703237,0.420792758464813,16.1920142531773,8258778,7029300383.08031
2018,YR2018,Tonga,TON,4.80628061,219.28793335,4638.89774268789,4.96945524215698,70.779,..,0.68755058264442,0.518034160137177,69.5445106122968,105567,489714518.002333
2018,YR2018,Trinidad and Tobago,TTO,6.5323596,1055.90356445,18076.3565550233,3.64017295837402,73.802,..,-0.602464842311747,0.602326810359955,..,1359193,24569257295.0918
2018,YR2018,Tunisia,TUN,5.9375186,212.39416504,3628.10366464236,..,75.95,..,2.62493010870395,0.509609520435333,84.6960873056005,11765514,42686504459.801
2018,YR2018,Turkiye,TUR,4.12,388,9568.83506330228,4.29729986190796,77.563,17.4,3.0131703931215,0.625309884548187,..,81407204,778972108040.602
2018,YR2018,Turkmenistan,TKM,5.69395018,457.06945801,6125.05169712085,..,68.796,..,6.19999994137119,..,..,6655524,40765428571.4286
2018,YR2018,Turks and Caicos Islands,TCA,..,..,27160.1579568902,2.86723041534424,76.443,..,5.61059358355325,..,94.9141518883452,41559,1128749004.5304
2018,YR2018,Tuvalu,TUV,18.64067841,820.4006958,4466.12034928245,..,64.212,..,1.38728384151602,0.440525650978088,94.0697433649598,10751,48015259.8751356
2018,YR2018,Uganda,UGA,4.02080536,32.99159622,792.16570022814,2.13052010536194,62.714,..,6.30392378262997,0.382125794887543,25.2386521200514,41565831,32927025619.6795
2018,YR2018,Ukraine,UKR,7.52,221,3059.0517578125,5.3199200630188,71.5826829268293,5,3.4883623420827,0.642378509044647,..,45208907,130891088293.55
2018,YR2018,United Arab Emirates,ARE,4.09854221,1914.9317627,45689.8570040215,..,79.627,11.4,1.31391388141118,0.676001250743866,..,9346701,427049432149.345
2018,YR2018,United Kingdom,GBR,9.73079777,4226.20507813,43203.8141057739,5.20437002182007,81.2560975609756,12.2,1.40519026609273,0.776982247829437,..,66460344,2871340347581.79
2018,YR2018,United States,USA,16.62964439,10280.52636719,63201.0458483771,4.89502000808716,78.6390243902439,18.2,2.96650506916633,0.713683247566223,..,326838199,20656516000000
2018,YR2018,Uruguay,URY,9.01452351,1697.01452637,19249.9401532664,4.60362005233765,77.611,16.9,0.164777659980814,0.602367758750916,..,3394534,65344576348.2279
2018,YR2018,Uzbekistan,UZB,5.08,82,1813.08530813664,4.83589315414429,71.149,..,5.5591957292327,..,81.6280082149931,32373490,58695899092.1083
2018,YR2018,Vanuatu,VUT,3.31753612,102.07511902,3206.68930842127,8.60634708404541,69.795,..,2.90023027256446,0.444750398397446,58.2915913650756,285259,914736985.430944
2018,YR2018,"Venezuela, RB",VEN,2.41691327,165.32095337,..,..,71.979,..,..,..,..,29807592,..
2018,YR2018,Viet Nam,VNM,5.02678823,164.23649597,3222.31003125366,3.14502310752869,73.976,14,7.46500685572751,0.687239348888397,87.4247409291133,96237319,310106478394.659
2018,YR2018,Virgin Islands (U.S.),VIR,..,..,36663.2087550584,..,79.5195121951219,..,1.87830687830687,..,..,107001,3923000000
2018,YR2018,West Bank and Gaza,PSE,..,..,3562.33094270256,..,74.793,..,1.22707737782703,0.571729004383087,94.9263810129656,4569087,16276600000
2018,YR2018,"Yemen, Rep.",YEM,..,..,633.887206000087,..,64.575,..,0.752447587579127,0.372636258602142,..,34085182,21606160783.9845
2018,YR2018,Zambia,ZMB,4.76996708,70.36667633,1463.89997855593,4.73974990844727,62.342,..,4.03449389667165,0.39117556810379,17.7179166139126,17973569,26311507273.6735
2018,YR2018,Zimbabwe,ZWE,4.67039156,114.63294983,2271.8533351306,2.05048990249634,61.414,..,5.00986678330221,0.461241573095322,42.4196422521729,15034452,34156069918.0609
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
Data from database: World Development Indicators,,,,,,,,,,,,,,
Last Updated: 01/28/2025,,,,,,,,,,,,,,
